구,동,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도
광진구,자양동,더샵스타시티,163.53,202204,22,172300,34,2007
광진구,자양동,우성2,51.57,202204,23,103750,12,1989
광진구,군자동,일성파크,84.96,202204,29,92500,17,1996
광진구,광장동,현대5,84.53,202204,30,175000,11,1989
광진구,광장동,광장현대9단지,59.97,202204,30,125000,17,1999
광진구,화양동,씨즈건대힐스,14.23,202205,3,15850,6,2017
광진구,구의동,현대프라임,59.82,202205,7,115000,28,1997
광진구,자양동,유림,80.36,202205,7,59000,1,2004
광진구,구의동,현대프라임,59.82,202205,10,115000,17,1997
광진구,화양동,캠퍼스프라자,72.69,202205,13,49000,6,1999
광진구,자양동,자양7차현대홈타운,109.91,202205,16,115000,15,2001
광진구,자양동,래미안프리미어팰리스,84.92,202205,16,165000,27,2017
광진구,자양동,자양7차현대홈타운,109.91,202205,16,115000,15,2001
광진구,자양동,자양동현대,84.55,202205,16,127000,8,1993
광진구,자양동,자양강변I-Park,84.95,202205,18,195000,11,2006
광진구,자양동,한양,137.45,202205,21,210000,6,1983
광진구,광장동,광장현대9단지,84.96,202205,21,157000,11,1999
광진구,구의동,현대프라임,59.82,202205,21,115500,5,1997
광진구,광장동,극동1,84.55,202205,28,184000,10,1985
광진구,군자동,일성파크,59.96,202205,28,82500,19,1996
광진구,광장동,현대리버빌,223.92,202205,31,297000,8,1997
광진구,군자동,광진We’vePark,131.96,202206,11,134500,10,2008
광진구,자양동,이튼타워리버5차,159.89,202206,11,305000,21,2009
광진구,자양동,더샵스타시티,119.41,202207,8,183000,16,2007
광진구,자양동,우성1,51.57,202208,9,70000,8,1988
광진구,자양동,테라팰리스건대2차,52.66,202208,28,82000,5,2018
광진구,자양동,더샵스타시티,163.53,202208,30,255000,15,2007
광진구,자양동,광진하나플러스,84.64,202208,30,90000,1,2005
광진구,중곡동,주성AURA,67.76,202208,30,62700,5,2009
광진구,화양동,화양타워,105.04,202209,14,74000,11,1999
광진구,화양동,광진코지웰,13.83,202209,23,15000,9,2014
광진구,자양동,청정(A),69.09,202210,17,80000,7,2003
광진구,자양동,우성3,72.34,202210,19,130000,1,1989
광진구,화양동,광진코지웰,14.73,202210,27,13000,8,2014
광진구,군자동,에피소드1,17.81,202211,10,16000,8,2014
광진구,화양동,씨즈건대힐스,14.23,202211,25,15000,7,2017
광진구,자양동,자양8차현대홈타운,108.43,202212,9,135000,19,2002
광진구,화양동,씨즈건대힐스,14.23,202212,22,17000,4,2017
광진구,자양동,더샵스타시티,100.32,202212,22,145000,43,2007
광진구,화양동,더메종건대,17.78,202212,23,25850,12,2022
광진구,화양동,더메종건대,16.21,202212,23,22950,9,2022
광진구,화양동,더메종건대,17.78,202212,23,25650,9,2022
광진구,화양동,더메종건대,14.63,202212,23,18700,6,2022
광진구,화양동,더메종건대,17.78,202212,23,22750,5,2022
광진구,화양동,더메종건대,16.21,202212,23,20450,6,2022
광진구,화양동,더메종건대,18.19,202212,23,26500,10,2022
광진구,화양동,더메종건대,14.63,202212,23,18750,7,2022
광진구,화양동,더메종건대,18.19,202212,23,26350,8,2022
광진구,화양동,더메종건대,17.78,202212,23,22900,6,2022
광진구,화양동,더메종건대,16.21,202212,23,20300,5,2022
광진구,화양동,더메종건대,18.19,202212,23,23700,7,2022
광진구,화양동,더메종건대,17.78,202212,23,22750,5,2022
광진구,화양동,더메종건대,17.78,202212,23,22600,4,2022
광진구,화양동,더메종건대,14.63,202212,23,20850,10,2022
광진구,화양동,더메종건대,14.63,202212,23,21000,9,2022
광진구,자양동,더샵스타시티,139.6,202212,26,181717,44,2007
구로구,구로동,한신휴플러스(1280-0),50.03,202201,3,67000,10,2007
구로구,구로동,한신휴플러스(1280-0),50.03,202201,3,67000,10,2007
구로구,구로동,종인아네스트,16.04,202201,5,11000,16,2012
구로구,구로동,종인아네스트,16.04,202201,5,10950,18,2012
구로구,개봉동,한마을,59.57,202201,10,79000,10,1999
구로구,구로동,대림역포스큐,14.579,202201,10,12000,18,2015
구로구,구로동,세명,30.76,202201,11,24800,3,2000
구로구,궁동,궁동에스하임,48.31,202201,13,37000,4,2021
구로구,궁동,궁동에스하임,56.78,202201,13,43250,5,2021
구로구,궁동,궁동에스하임,52.25,202201,13,39450,3,2021
구로구,궁동,궁동에스하임,57.37,202201,13,43750,5,2021
구로구,궁동,궁동에스하임,59.44,202201,13,44600,6,2021
구로구,궁동,궁동에스하임,59.95,202201,13,45500,5,2021
구로구,궁동,궁동에스하임,57.07,202201,13,43550,4,2021
구로구,궁동,궁동에스하임,51.69,202201,13,39050,6,2021
구로구,궁동,궁동에스하임,52.25,202201,13,39450,4,2021
구로구,궁동,궁동에스하임,59.44,202201,13,44600,3,2021
구로구,궁동,궁동에스하임,56.66,202201,13,43150,8,2021
구로구,궁동,궁동에스하임,59.95,202201,13,45000,2,2021
구로구,궁동,궁동에스하임,55.91,202201,13,42400,6,2021
구로구,궁동,궁동에스하임,57.54,202201,13,43850,7,2021
구로구,궁동,궁동에스하임,57.37,202201,13,43500,3,2021
구로구,궁동,궁동에스하임,57.07,202201,13,43550,6,2021
구로구,궁동,궁동에스하임,57.59,202201,13,43950,4,2021
구로구,궁동,궁동에스하임,55.91,202201,13,42150,3,2021
구로구,궁동,궁동에스하임,53.98,202201,13,40350,2,2021
구로구,궁동,궁동에스하임,56.78,202201,13,43050,3,2021
구로구,궁동,궁동에스하임,52.82,202201,13,39850,8,2021
구로구,궁동,궁동에스하임,53.07,202201,13,40650,5,2021
구로구,궁동,궁동에스하임,59.95,202201,13,45500,4,2021
구로구,궁동,궁동에스하임,57.14,202201,13,42450,2,2021
구로구,궁동,궁동에스하임,55.91,202201,13,41100,2,2021
구로구,궁동,궁동에스하임,59.75,202201,13,44400,7,2021
구로구,고척동,삼환로즈빌,59.998,202201,15,83000,15,2004
구로구,오류동,오류동금호어울림,59.98,202201,15,64500,8,2006
구로구,구로동,중앙하이츠(1269),59.73,202201,16,79000,11,2001
구로구,구로동,M센트럴뷰,53.03,202201,16,49700,2,2020
구로구,구로동,구로두산,44.64,202201,19,61000,18,1998
구로구,구로동,주공2,32.39,202201,21,60000,5,1987
구로구,신도림동,우성2,84.82,202201,22,121500,6,1996
구로구,구로동,대림역포스큐,14.579,202201,24,11400,20,2015
구로구,개봉동,현대홈타운,84.915,202201,25,95000,23,2001
구로구,오류동,다청림(356),36.01,202201,27,29500,4,2013
구로구,구로동,하나세인스톤3차,19.99,202201,31,13000,14,2011
구로구,구로동,비즈트위트그린,15.11,202202,1,10400,15,2012
구로구,구로동,한신휴플러스(1280-0),50.17,202202,5,71300,6,2007
구로구,구로동,럭키,71.4,202202,7,72000,9,1992
구로구,오류동,오류그린,60.6,202202,8,18500,4,2001
구로구,신도림동,신도림 아르디에,18.95,202202,9,23200,5,2018
구로구,개봉동,LIPe-푸른아파트,59.2,202202,12,43000,7,2014
구로구,구로동,우성(23),84.95,202202,12,107000,3,1985
구로구,오류동,썬앤빌,14.064,202202,12,8200,11,2014
구로구,구로동,대림역포스큐,14.579,202202,14,12000,14,2015
구로구,구로동,(717-22)함양주택,47.83,202202,16,22750,5,1999
구로구,구로동,비즈트위트그린,15.11,202202,18,10000,15,2012
구로구,개봉동,한마을,59.57,202202,19,82000,22,1999
구로구,고척동,벽산,84.878,202202,19,106000,4,2003
구로구,구로동,비즈트위트레인보우,15.58,202202,19,12000,6,2012
구로구,구로동,구일우성,59.44,202202,20,67000,19,1998
구로구,신도림동,대림2,84.95,202202,21,117000,27,2001
구로구,항동,현대홈타운스위트,84.9852,202202,24,75000,4,2004
구로구,구로동,현대연예인,44.17,202202,26,59000,15,1989
구로구,오류동,은하수수목원2차(101동),68.32,202202,27,40000,5,2007
구로구,온수동,온수동,64.87,202202,28,28500,5,2001
구로구,구로동,대림역포스큐,14.579,202202,28,12000,16,2015
구로구,개봉동,한마을,59.57,202203,5,75500,11,1999
구로구,온수동,온수힐스테이트,84.97,202203,5,100000,6,2010
구로구,구로동,(743-72),58.3,202203,6,28000,2,1988
구로구,구로동,주공1,83.805,202203,7,110000,5,1986
구로구,구로동,극동,91.09,202203,9,67000,5,1984
구로구,오류동,영풍마드레빌,84.741,202203,9,76000,3,2002
구로구,구로동,(747-33),47.32,202203,9,25000,2,1996
구로구,오류동,영풍마드레빌,84.741,202203,9,75500,3,2002
구로구,구로동,케어빌(98-8),84.72,202203,10,50500,3,2007
구로구,구로동,대림역포스큐,14.579,202203,11,10800,19,2015
구로구,오류동,오류동역솔리스타,18.32,202203,12,10500,10,2016
구로구,구로동,럭키,59.98,202203,12,69000,10,1992
구로구,개봉동,한양아이클래스구로,45.32,202203,14,38500,12,2018
구로구,고척동,삼명,43.74,202203,17,38500,2,1977
구로구,개봉동,한진,59.95,202203,18,62500,7,2000
구로구,구로동,(791-4),44.1,202203,26,18000,2,1995
구로구,신도림동,대림1,59.9,202203,26,94000,16,1999
구로구,오류동,오류동삼전솔하임,37.759,202203,26,29000,4,2020
구로구,오류동,동부(105동~106동),59.79,202203,27,58000,15,1999
구로구,구로동,파인마루오피스텔,15.75,202203,28,13750,16,2016
구로구,고척동,청솔우성,59.27,202203,28,60000,8,2000
구로구,구로동,하나세인스톤2차,19.33,202203,28,13750,13,2011
구로구,구로동,구로두산위브,36.88,202203,30,58500,7,2006
구로구,구로동,장수(796-60),59.13,202203,30,24800,1,1997
구로구,고척동,한효,69.87,202204,1,72500,10,1985
구로구,구로동,비즈트위트그린,15.11,202204,1,11000,16,2012
구로구,고척동,동아한신,84.92,202204,1,89000,13,2000
구로구,구로동,(792-78),45.69,202204,6,25000,1,1996
구로구,구로동,현대연예인,54.86,202204,7,68500,14,1989
구로구,고척동,"우성,현대아파트",68.7,202204,8,76300,11,1987
구로구,구로동,(796-16),42.56,202204,8,26000,3,1996
구로구,개봉동,삼호,59.86,202204,9,69000,6,1996
구로구,오류동,썬앤빌,14.064,202204,9,9000,7,2014
구로구,고척동,대우,114.95,202204,12,85500,8,1999
구로구,개봉동,화신,65.95,202204,13,41000,3,2004
구로구,구로동,대림역와이즈플레이스,24.647,202204,15,15500,17,2012
구로구,신도림동,대림1,59.88,202204,15,93000,16,1999
구로구,신도림동,신도림 아르디에,39.92,202204,19,42000,8,2018
구로구,천왕동,천왕연지타운2단지,84.98,202204,21,87000,12,2014
구로구,개봉동,한진,59.95,202204,23,62500,13,2000
구로구,구로동,대림오페라타워,73.82,202204,26,44500,17,1996
구로구,개봉동,한진,59.95,202204,26,60000,2,2000
구로구,구로동,구로두산,44.64,202204,27,55900,20,1998
구로구,온수동,온수힐스테이트,84.97,202204,27,94000,2,2010
구로구,고척동,개봉청구,58.67,202204,27,38500,7,1993
구로구,구로동,하나세인스톤2차,19.33,202204,29,14000,14,2011
구로구,구로동,아스타빌,67.97,202204,29,51500,15,2004
구로구,신도림동,대림1,134.99,202204,30,139000,4,1999
구로구,개봉동,삼환,59.4,202205,1,67000,7,1995
구로구,가리봉동,효성,59.94,202205,1,51000,18,1998
구로구,개봉동,삼환,59.4,202205,2,61000,17,1995
구로구,구로동,비즈트위트레드,20.84,202205,4,18000,7,2016
구로구,궁동,다청림102동(143-0),84.19,202205,6,58000,5,2012
구로구,구로동,희훈타워빌,127.05,202205,6,75000,15,1998
구로구,구로동,(779-13),27.69,202205,9,19500,2,1997
구로구,오류동,우림필유,59.95,202205,11,61000,13,2005
구로구,오류동,목화수목원아파트101동,72.33,202205,11,43000,3,2002
구로구,신도림동,대림1,59.82,202205,12,97000,24,1999
구로구,오류동,삼천리,134.64,202205,13,93500,8,1998
구로구,고척동,대우,84.99,202205,14,79000,2,1999
구로구,오류동,오류동역솔리스타,18.01,202205,16,8500,11,2016
구로구,개봉동,한마을,59.57,202205,16,81500,10,1999
구로구,신도림동,대림2,84.95,202205,16,113000,5,2001
구로구,개봉동,두산,59.69,202205,16,61000,5,1997
구로구,구로동,대림역포스큐,14.579,202205,17,11900,19,2015
구로구,신도림동,대림2,59.9,202205,18,91800,15,2001
구로구,궁동,대명하이빌102동,107.19,202205,18,66500,4,2009
구로구,구로동,주공2,32.39,202205,19,60500,3,1987
구로구,오류동,오류동삼전솔하임,37.759,202205,19,31000,8,2020
구로구,신도림동,신성은하수,59.88,202205,20,72000,17,1997
구로구,개봉동,건영,84.41,202205,22,57000,16,1994
구로구,구로동,한신휴플러스(1280-0),50.17,202205,22,73500,10,2007
구로구,개봉동,개봉푸르지오,84.88,202205,23,75600,4,2014
구로구,개봉동,현대,114.99,202205,23,82500,9,2001
구로구,구로동,(793-54),31.4,202205,23,24000,3,1998
구로구,구로동,하나세인스톤3차,19.99,202205,24,13500,15,2011
구로구,개봉동,현대홈타운,84.915,202205,25,85000,25,2001
구로구,구로동,하나세인스톤2차,19.33,202205,25,13400,11,2011
구로구,개봉동,영화,59.78,202205,31,66000,1,1998
구로구,구로동,로제리움2차,14.91,202205,31,12000,17,2014
구로구,구로동,로제리움2차,14.91,202205,31,12000,16,2014
구로구,구로동,코원,12.49,202206,1,8800,2,2014
구로구,오류동,한신플러스타운,84.96,202206,4,70000,18,2002
구로구,신도림동,대림e-편한세상7,84.928,202206,6,131000,15,2004
구로구,개봉동,한진,84.96,202206,9,71800,18,2000
구로구,신도림동,동아2,59.595,202206,9,101000,12,2000
구로구,구로동,로제리움2차,14.91,202206,9,12100,14,2014
구로구,고척동,서울가든,64.39,202206,12,65300,11,1989
구로구,천왕동,천왕이펜하우스4단지,84.97,202206,14,87000,4,2011
구로구,구로동,현대,84.57,202206,15,76000,8,1988
구로구,오류동,한신플러스타운,59.91,202206,16,60000,18,2002
구로구,구로동,(716-17),35.94,202206,19,24500,2,2000
구로구,구로동,성호메이플라워멤버스빌,31.75,202206,24,14800,11,2002
구로구,고척동,한효,66.72,202206,24,55000,5,1985
구로구,신도림동,대림2,84.95,202206,25,113500,12,2001
구로구,온수동,온수힐스테이트,84.97,202206,25,100000,9,2010
구로구,구로동,구로두산위브,36.88,202206,27,52000,10,2006
구로구,구로동,신성미소지움,84.23,202206,29,74800,12,2003
구로구,구로동,우성(23),51.44,202206,30,85000,10,1985
구로구,구로동,그린플러스구로해담채2,13.23,202207,1,10950,15,2013
구로구,구로동,제일(805-14),55.98,202207,3,33000,3,1961
구로구,구로동,대림역와이즈플레이스,24.647,202207,4,16300,15,2012
구로구,구로동,대림역포스큐,14.579,202207,12,11500,15,2015
구로구,오류동,썬앤빌,14.064,202207,14,8000,9,2014
구로구,구로동,(798-22),44.84,202207,15,25500,5,1996
구로구,구로동,하나세인스톤1차,21.7256,202207,20,15500,16,2011
구로구,구로동,하나세인스톤2차,19.33,202207,23,14500,12,2011
구로구,구로동,하나세인스톤1차,21.7256,202207,27,18000,12,2011
구로구,구로동,구로오네뜨시티,25.07,202207,29,24370,18,2022
구로구,오류동,오류동역솔리스타,19.09,202208,2,11550,6,2016
구로구,구로동,비즈트위트레인보우,15.58,202208,7,12000,2,2012
구로구,신도림동,대림e-편한세상5,84.789,202208,12,120000,17,2003
구로구,개봉동,한진,84.96,202208,16,70000,15,2000
구로구,개봉동,삼환,59.4,202208,19,59000,20,1995
구로구,고척동,산업인,48.04,202208,23,32000,4,1976
구로구,고척동,우성꿈동산,84.19,202208,23,61000,1,1996
구로구,천왕동,천왕이펜하우스1단지,59.94,202208,25,65000,1,2011
구로구,개봉동,현대,114.99,202208,26,99000,16,2001
구로구,구로동,대림역포스큐,14.579,202208,31,12000,16,2015
구로구,구로동,대림역와이즈플레이스,24.647,202209,2,16000,18,2012
구로구,구로동,대림역포스큐,14.579,202209,7,11900,20,2015
구로구,구로동,대림오페라타워,99.09,202209,9,51500,14,1996
구로구,천왕동,천왕이펜하우스5단지,84.98,202209,26,71000,3,2011
구로구,오류동,오류동역솔리스타,18.32,202209,27,10000,8,2016
구로구,개봉동,현대홈타운,59.49,202209,27,61500,23,2001
구로구,구로동,비즈트위트오렌지,15.54,202209,30,12100,5,2013
구로구,오류동,썬앤빌,14.064,202210,1,8400,12,2014
구로구,구로동,(771-2),48.14,202210,3,31000,5,1996
구로구,구로동,로제리움2차,14.04,202210,8,11500,17,2014
구로구,구로동,이화우성,84.98,202210,14,70000,8,1998
구로구,고척동,벽산,84.878,202210,14,98000,22,2003
구로구,고척동,대우,114.95,202210,18,71000,6,1999
구로구,오류동,이좋은집,36.69,202210,24,20250,2,2005
구로구,구로동,신안타워,134.94,202210,25,71500,11,1998
구로구,개봉동,동인,67.36,202210,31,43000,5,1989
구로구,개봉동,현대,114.99,202211,1,85000,8,2001
구로구,구로동,비즈트위트블루,16.04,202211,4,12500,8,2012
구로구,신도림동,미성,52.45,202211,12,74000,6,1987
구로구,구로동,로제리움2차,14.91,202211,14,11500,17,2014
구로구,구로동,해담채3,13.39,202211,21,11200,11,2014
구로구,개봉동,현대홈타운,59.49,202211,21,52500,21,2001
구로구,천왕동,천왕이펜하우스6단지,84.97,202211,28,65000,7,2011
구로구,구로동,구로두산,44.64,202212,2,42500,7,1998
구로구,오류동,삼천리,59.73,202212,3,44000,19,1998
구로구,오류동,다청림,56.65,202212,5,36000,5,2013
구로구,오류동,썬앤빌,14.064,202212,10,8000,10,2014
구로구,구로동,구로두산,44.64,202212,12,43500,14,1998
구로구,구로동,구로지웰,59.651,202212,12,86000,10,2011
구로구,구로동,구로두산,44.64,202212,17,42500,12,1998
구로구,신도림동,대림1,59.9,202212,17,78500,9,1999
구로구,개봉동,거성,47.52,202212,22,27000,1,1988
구로구,오류동,동부(101동~103동),59.98,202212,28,48700,3,1998
금천구,독산동,대덕트윈빌,59.56,202201,2,60000,2,2002
금천구,시흥동,벽산,59.94,202201,2,53300,1,2000
금천구,가산동,비즈트위트바이올렛5차,12.1,202201,10,11000,11,2014
금천구,시흥동,관악산신도브래뉴,84.8,202201,14,68300,7,2006
금천구,시흥동,벽산3,59.94,202201,24,46000,10,1998
금천구,시흥동,우방,59.91,202201,25,60700,15,2002
금천구,시흥동,시흥동월드메르디앙,82.81,202201,29,70000,13,2006
금천구,시흥동,남서울힐스테이트,115.801,202202,3,119000,5,2014
금천구,시흥동,금강,59.95,202202,8,51000,17,2000
금천구,독산동,한솔아트빌라,67.88,202202,19,26000,1,2001
금천구,시흥동,무지개,84.96,202202,24,99000,2,1980
금천구,시흥동,탑스빌,79.84,202202,24,53200,12,2002
금천구,가산동,삼익,59.94,202203,1,52000,12,1998
금천구,시흥동,에벤에셀프라자,100.99,202203,2,56000,8,1997
금천구,독산동,독산동중앙하이츠빌,84.8768,202203,10,81500,18,2004
금천구,시흥동,금강,59.95,202203,12,49900,18,2000
금천구,가산동,가산양우내안에애플,12.04,202203,12,11500,11,2013
금천구,시흥동,럭키남서울아파트,41.26,202203,12,66500,3,1981
금천구,가산동,비즈트위트바이올렛5차,12.19,202203,16,12000,8,2014
금천구,시흥동,신화아파트(200-4),65.34,202203,18,24000,3,2004
금천구,가산동,비즈트위트바이올렛5차,12.19,202203,18,10000,10,2014
금천구,가산동,주상복합두산,59.25,202203,22,44500,6,1998
금천구,가산동,삼익,59.94,202203,30,52500,9,1998
금천구,시흥동,남서울힐스테이트,84.697,202204,2,100000,4,2014
금천구,시흥동,관악산벽산타운5,84.97,202204,2,70000,13,2004
금천구,가산동,두산,84.9,202204,5,78000,2,1998
금천구,가산동,두산,59.84,202204,5,74500,3,1998
금천구,독산동,한아프라임102동,84.95,202204,6,54700,3,2004
금천구,시흥동,삼익,114.48,202204,14,72500,2,1999
금천구,독산동,독산동중앙하이츠빌,84.8768,202204,20,83000,12,2004
금천구,시흥동,남서울힐스테이트,59.817,202204,20,87900,15,2014
금천구,독산동,독산동한양수자인,67.824,202204,21,78000,7,2011
금천구,독산동,독산주공14단지,44.89,202204,27,55300,12,1990
금천구,시흥동,현대(209),82.53,202204,29,54700,15,1996
금천구,독산동,금천롯데캐슬골드파크1차,84.8114,202205,1,124000,12,2016
금천구,가산동,가산양우내안에애플,12.04,202205,9,12500,10,2013
금천구,가산동,두산,59.84,202205,10,74000,9,1998
금천구,독산동,중앙아파트,35.61,202205,14,28200,2,1989
금천구,시흥동,금강,115.28,202205,14,74000,10,2000
금천구,시흥동,금강,115.28,202205,14,75000,10,2000
금천구,독산동,독산동중앙하이츠빌,84.8768,202205,18,80000,4,2004
금천구,시흥동,와이즈플레이스,14.22,202205,20,9700,18,2012
금천구,가산동,두산,59.84,202205,22,71700,22,1998
금천구,독산동,독산동중앙하이츠빌,84.8768,202205,22,84500,17,2004
금천구,시흥동,백운한비치Ⅱ,84.979,202205,25,70000,6,2008
금천구,가산동,비즈트위트바이올렛5차,12.19,202206,13,11900,10,2014
금천구,독산동,신도브래뉴,73.2,202206,15,76200,16,2002
금천구,가산동,가산양우내안에애플,12.04,202206,27,11500,18,2013
금천구,독산동,푸른터,81.56,202206,30,45000,6,2006
금천구,독산동,금천롯데캐슬골드파크1차,101.8228,202207,1,141000,29,2016
금천구,가산동,가산지웰에스테이트,15.96,202207,4,14700,10,2013
금천구,가산동,하이펠리스,25.19,202207,4,33400,13,2021
금천구,시흥동,남서울힐스테이트,59.817,202207,27,74500,6,2014
금천구,시흥동,우방,114.89,202207,28,83500,7,2002
금천구,가산동,가산피어니빌,13.8029,202208,3,17000,5,2017
금천구,독산동,계룡아파트,59.34,202208,3,50000,6,1998
금천구,독산동,금천현대,84.83,202208,8,64000,5,2002
금천구,가산동,가산지웰에스테이트2차,14.12,202208,8,13800,12,2018
금천구,시흥동,와이즈플레이스,14.22,202208,13,9300,19,2012
금천구,시흥동,삼익,59.9,202208,26,48500,12,1999
금천구,가산동,비즈트위트바이올렛5차,12.19,202208,29,12800,11,2014
금천구,가산동,비즈트위트바이올렛5차,12.31,202209,2,14000,8,2014
금천구,가산동,가산지웰에스테이트,15.52,202209,17,12000,11,2013
금천구,시흥동,와이즈플레이스,14.22,202209,23,9500,20,2012
금천구,시흥동,관악산벽산타운5,114.84,202209,23,69000,1,2004
금천구,시흥동,관악산벽산타운5,84.97,202209,30,62000,9,2004
금천구,가산동,비즈트위트바이올렛5차,12.19,202210,4,11500,8,2014
금천구,시흥동,남서울힐스테이트,59.817,202210,5,65000,5,2014
금천구,독산동,이랜드해가든,84.935,202210,7,72000,1,2008
금천구,독산동,금천현대,84.83,202210,28,49000,15,2002
금천구,가산동,가산양우내안에애플,12.04,202211,7,11000,9,2013
금천구,독산동,아이유하임,29.0615,202211,23,34700,8,2022
금천구,독산동,아이유하임,29.0615,202211,23,34250,7,2022
금천구,독산동,아이유하임,29.0615,202211,23,33300,3,2022
금천구,독산동,아이유하임,29.0615,202211,23,33450,4,2022
금천구,독산동,아이유하임,29.0615,202211,23,34550,5,2022
금천구,독산동,아이유하임,29.0615,202211,23,33750,8,2022
금천구,독산동,아이유하임,29.0615,202211,23,34550,7,2022
금천구,독산동,아이유하임,29.0615,202211,23,33600,5,2022
금천구,독산동,아이유하임,29.0615,202211,23,34550,9,2022
금천구,독산동,아이유하임,29.0615,202211,23,34550,6,2022
금천구,독산동,아이유하임,29.0615,202211,23,33300,3,2022
금천구,독산동,아이유하임,29.0615,202211,23,33600,7,2022
금천구,독산동,아이유하임,29.0615,202211,23,34550,6,2022
금천구,독산동,아이유하임,29.0615,202211,23,33650,2,2022
금천구,독산동,아이유하임,29.0615,202211,23,33300,3,2022
금천구,독산동,아이유하임,29.0615,202211,23,34550,6,2022
금천구,독산동,아이유하임,29.0615,202211,23,33800,3,2022
금천구,독산동,아이유하임,29.0615,202211,23,34250,5,2022
금천구,독산동,아이유하임,29.0615,202211,23,33600,5,2022
금천구,독산동,아이유하임,29.0615,202211,23,34900,9,2022
금천구,독산동,아이유하임,29.0615,202211,23,33150,2,2022
금천구,독산동,아이유하임,29.0615,202211,23,34250,6,2022
금천구,독산동,아이유하임,29.0615,202211,23,33950,2,2022
금천구,독산동,아이유하임,29.0615,202211,23,34100,3,2022
금천구,독산동,아이유하임,29.0615,202211,23,33950,2,2022
금천구,독산동,아이유하임,29.0615,202211,23,33600,5,2022
금천구,독산동,아이유하임,29.0615,202211,23,33950,9,2022
금천구,독산동,아이유하임,29.0615,202211,23,33800,3,2022
금천구,독산동,아이유하임,29.0615,202211,23,34100,3,2022
금천구,독산동,아이유하임,29.0615,202211,23,34550,7,2022
금천구,독산동,아이유하임,29.0615,202211,23,34400,8,2022
금천구,독산동,아이유하임,29.0615,202211,23,34700,8,2022
금천구,독산동,아이유하임,29.0615,202211,23,34550,5,2022
금천구,독산동,아이유하임,29.0615,202211,23,33600,5,2022
금천구,독산동,아이유하임,29.0615,202211,23,34400,4,2022
금천구,독산동,아이유하임,29.0615,202211,23,33950,4,2022
금천구,독산동,아이유하임,29.0615,202211,23,34400,8,2022
금천구,독산동,아이유하임,29.0615,202211,23,34250,7,2022
금천구,독산동,아이유하임,29.0615,202211,23,33800,3,2022
금천구,독산동,아이유하임,29.0615,202211,23,34700,8,2022
금천구,독산동,아이유하임,29.0615,202211,23,34700,8,2022
금천구,독산동,아이유하임,29.0615,202211,23,33300,3,2022
금천구,독산동,아이유하임,29.0615,202211,23,33750,8,2022
금천구,독산동,아이유하임,29.0615,202211,23,34900,9,2022
금천구,시흥동,삼익,84.96,202211,26,57000,6,1999
금천구,독산동,세심아파트,83.48,202211,27,37000,3,2004
노원구,월계동,주공2,59.97,202201,6,40000,6,1992
노원구,중계동,삼창타워주상프라자,84.66,202201,8,69000,12,1997
노원구,상계동,보람1단지,44.33,202201,10,57500,14,1988
노원구,중계동,주공4,84.79,202201,10,102000,12,1991
노원구,상계동,노원IPARK,139.28,202201,12,90000,7,2009
노원구,상계동,상계주공3(고층),58.01,202201,13,79000,12,1987
노원구,상계동,보람1단지,54.59,202201,14,50000,14,1988
노원구,공릉동,미라쉘,16.69,202201,17,9300,14,2018
노원구,상계동,상계1차중앙하이츠,59.82,202201,20,64000,18,1997
노원구,공릉동,주완위즈빌,73.76,202201,20,42000,5,2004
노원구,상계동,수락한신,59.95,202201,23,58000,13,1997
노원구,상계동,상계주공16(고층),45.77,202201,24,55000,6,1988
노원구,공릉동,한일휴니스빌,13.62,202201,24,12000,6,2013
노원구,월계동,사슴3,33.18,202201,27,45400,2,1995
노원구,상계동,상계주공3(고층),68.86,202201,28,66500,2,1987
노원구,상계동,상계주공9(고층),79.07,202201,28,94000,9,1988
노원구,월계동,주공2,44.94,202202,7,52000,4,1992
노원구,하계동,한신1,35.28,202202,14,39000,7,1988
노원구,공릉동,미라쉘,17.58,202202,16,15500,10,2018
노원구,상계동,소담빌,14.65,202202,17,11000,4,2014
노원구,공릉동,공릉동한보에센시티아파트,59.4,202202,18,58500,15,2000
노원구,공릉동,태릉해링턴플레이스,74.95,202202,18,125000,19,2022
노원구,공릉동,태릉해링턴플레이스,74.95,202202,18,119000,19,2022
노원구,중계동,삼성,59.9,202202,19,60000,5,1999
노원구,중계동,양지마을(대림)2,114.81,202202,23,123000,16,1999
노원구,상계동,상계주공4(고층),59.2,202202,24,70300,7,1988
노원구,상계동,보람1단지,54.59,202202,26,67000,4,1988
노원구,중계동,주공8,49.72,202202,26,59000,13,1993
노원구,하계동,장미(시영6),54.02,202202,26,67000,9,1989
노원구,상계동,상계주공4(고층),58.01,202202,28,71500,11,1988
노원구,상계동,북부현대,59.24,202202,28,49500,7,1996
노원구,상계동,상계주공13(고층),45.55,202203,1,54500,14,1989
노원구,상계동,벽산,59.9,202203,2,61000,8,1989
노원구,하계동,학여울청구,113.51,202203,3,109500,3,1999
노원구,상계동,보람1단지,44.33,202203,3,58000,13,1988
노원구,중계동,라이프,115.65,202203,4,148000,13,1993
노원구,중계동,주공2,44.52,202203,4,48000,9,1992
노원구,공릉동,태강아파트(아이파크),49.6,202203,5,59000,13,1999
노원구,상계동,청암1단지,84.8,202203,5,70500,1,2001
